,name,address,budget,genre
16392,チキンワークス白金 西新宿店,東京都新宿区西新宿６-12-16 天空MURAビル1F,B010,G015
16393,筑前屋 青砥店,東京都葛飾区青戸３-37-6,B002,G001
16394,筑前屋 池袋店,東京都豊島区南池袋１-１９-１０,B002,G001
16395,筑前屋 板橋店,"東京都板橋区板橋１-16-9　明月館1,2F",B002,G001
16396,筑前屋 王子店,東京都北区王子１-14-5,B002,G001
16397,筑前屋 葛西店,東京都江戸川区東葛西６　６-１５ 藤美ビル1階,B002,G001
16398,筑前屋 蒲田店,東京都大田区蒲田５-19-1,B002,G001
16399,筑前屋 神田店,東京都千代田区鍛冶町２-2-9　共伸会館2F,B002,G001
16400,筑前屋 三軒茶屋店,東京都世田谷区太子堂４-22-13 第29東京ビル1階,B001,G001
16401,筑前屋 新秋津店,東京都東村山市秋津町５-13-70,B002,G001
16402,筑前屋 多摩センター,東京都多摩市落合１丁目41-1マグレブＷＥＳＴ2階,B002,G001
16403,筑前屋 調布店,東京都調布市布田１-５２-３ 原ビル 2階,B001,G001
16404,筑前屋 西葛西店,東京都江戸川区西葛西５-2-16 康伸ビル1F,B002,G001
16405,筑前屋 人形町総本店,東京都中央区日本橋人形町２-７-１６,B001,G001
16406,筑前屋 練馬店,東京都練馬区豊玉北５-15-11,B002,G001
16407,筑前屋 浜松町 大門店,東京都港区芝大門１-16-7  幸伸ビルB1F,B002,G004
16408,筑前屋 ×李朝園 西日暮里店,東京都荒川区西日暮里５－１４－９　 ニューブリード1F,B002,G001
16409,筑前屋 吉祥寺店,東京都武蔵野市吉祥寺南町１-1-5,B002,G001
16410,筑前屋 久米川店,東京都東村山市栄町２-9-32　  晃正プラザ105号室,B002,G001
16411,筑前屋 五反野店,東京都足立区弘道１-13-3-1F,B002,G001
16412,筑前屋 西新井店,東京都足立区西新井栄町２－６－９,B002,G001
16413,ちくちくCAFE,東京都渋谷区渋谷１-１３-５ 大協渋谷ビル２F,B001,G014
16414,ちく亭,東京都立川市曙町２-17-10 ナルシマビル １Ｆ,B004,G004
16415,CICOUTE BAKERY,東京都八王子市南大沢３－９－５　コーシャハイム南大沢101,B001,G015
16416,ちぐはぐ,東京都渋谷区宇田川町４１‐２６パピエビル２０１,B003,G001
16417,筑豊ホルモン鍋 香春 立川店,東京都立川市柴崎町３-3-7 山三電気ビル4階,B002,G001
16418,竹葉亭 銀座店,東京都中央区銀座５-8-3,B003,G004
16419,ちこや 門前仲町,東京都江東区富岡１－５－１３,B003,G001
16420,チサカフェ,東京都渋谷区千駄ヶ谷４‐21‐２,,G014
16421,地焼酎ダイニング ななかまど 代々木,東京都渋谷区代々木１‐４２‐２,B003,G001
16422,地図バー M エム,東京都港区赤坂４-3-11 高嶋11ビル2階4号室,B008,G012
16423,知仙,東京都港区六本木７‐１６‐５,B006,G004
16424,馳走 麹屋,東京都港区白金台５－１４－８ 白金台ＴＩＮＹ１Ｆ,B004,G004
16425,馳走 紺屋,東京都新宿区神楽坂３-１　クレール神楽坂III 1F,B005,G004
16426,馳走屋 CHISOYA,東京都三鷹市下連雀３-17-27,B002,G001
16427,馳走屋 厨厨,東京都府中市府中町２-2-4　ジークレフビル202,B003,G001
16428,チタチタ CITACITA 東京駅丸の内店,東京都千代田区丸の内２-4-1　丸の内ビルディング5F,B003,G002
16429,JIJIMI GO,東京都世田谷区三軒茶屋１-35-17 ルーエプラッツ三軒茶屋B1,B001,G017
16430,JIJIMI GO&NENE CHICKEN,東京都渋谷区宇田川町21-1 A館 8F 西武百貨店,B003,G017
16431,JIJIMI GO 学芸大学,東京都目黒区鷹番２-20-9桧ビル1F,B002,G017
16432,ちぢみ屋,東京都千代田区麹町２-5-3,B008,G017
16433,ちぢみ屋 芝,東京都港区芝２-12-12,B002,G017
16434,CHICHUKAI UOMARU 品川魚貝センター,東京都港区高輪３－２６－３３　パル品川２Ｆ,B002,G001
16435,地中海キッチン Rey 神谷町店,東京都港区麻布台１-7-1,B008,G002
16436,地中海バール TOKYO Mar Mare マルマーレ 八重洲店,東京都中央区八重洲２-5-12 プレリー八重洲ビル1F,B003,G010
16437,地中海バル 内幸町店,東京都千代田区内幸町２-2-2　富国生命ビルB2,B003,G002
16438,トルコ料理 パムッカレ 新宿,東京都新宿区新宿3-21-7 東新ビル5階,B002,G002
16439,ALL Blue オールブルー 恵比寿,東京都渋谷区恵比寿南１‐７‐８ニューライフ恵比寿１Ｆ,B003,G002
16440,地中海バル GRATERRA グラテッラ 新宿3丁目店,東京都新宿区新宿３-17-21 川元ビル B1F,B003,G002
16441,地中海バル Circo,東京都新宿区神楽坂４-5-4,B008,G002
16442,地中海バル MANVAR マンワール,東京都新宿区神楽坂３-2-39神楽坂MKビルMB1F,B008,G002
16443,地中海バル リブレ LIBRE ROPPONGI,東京都港区六本木３-4-15 クラックスハイム六本木 B1F,B003,G002
16444,コシード デ ソル,東京都町田市原町田６‐２９‐４　寺田ビル１Ｆ,B001,G001
16445,地中海料理 ドッポドマーニ Dopo Domani,東京都中央区新富１-19-7　アクタアワーズ京橋ビル1F,B003,G006
16446,CittaLounge@cafe,東京都北区豊島６-4-12 カシワマンション1F,,G014
16447,チッチョベッロ,東京都中野区野方５丁目２５番１号 1F,B003,G006
16448,チップ,東京都品川区東品川１-39-21 天王洲ヤマツピア,B005,G011
16449,CIPOLLA,東京都西東京市田無町５-1-12　海老沢ビル1F,B003,G006
16450,楼蘭 千歳船橋,東京都世田谷区船橋１－１２－１０　,B002,G007
16451,千歳船橋肉流通センター,東京都世田谷区船橋１-38-4第3内藤ビル102,B002,G008
16452,ちとふな市場 鶏彩,東京都世田谷区桜丘２-27-14 　三佑商事世田谷ビル　２Ｆ,B002,G001
16453,地鶏個室居酒屋 兼坂 東京・大手町店,東京都千代田区大手町２-5-6,B008,G001
16454,個室居酒屋 とっとり 新宿本店,東京都新宿区歌舞伎町１-6-3 東海苑ビル7F,B003,G001
16455,千鳥町 健康中華庵 煌記(こうき),東京都大田区千鳥１-4-3,B002,G007
16456,ぢどり亭 田町店,東京都港区芝５‐２６‐２０　建築会館１Ｆ,B002,G001
16457,ぢどり亭 幡ヶ谷店,東京都渋谷区幡ヶ谷２‐９‐１６　ライベストコート１F,B002,G001
16458,ぢどり亭 両国店,東京都墨田区両国３-26-6　東光ビル2F,B002,G001
16459,ぢどり屋 中野店,東京都中野区中野５－５９－１,B002,G001
16460,ぢどり屋 神田店,東京都千代田区神田司町２-17 あけぼのビル4F,B003,G001
16461,ぢどり屋 麹町店,東京都千代田区六番町１－１　恩田ビルB１,B003,G001
16462,ぢどり屋 Zidoriya 鶏酒場,東京都文京区湯島３-36-10 ひつじビル1F,B003,G004
16463,チバラキ酒場,東京都立川市曙町２-15-22曙町2丁目店舗2F3F,B003,G001
16464,CHIBIKURO-SAMBO,東京都渋谷区恵比寿南２‐３‐１０,B001,G009
16465,ちび太ン家,東京都中野区若宮３‐２２‐１,B002,G001
16466,吉祥寺 千尋,東京都武蔵野市吉祥寺南町１-1-7,B003,G001
16467,Chipoon チプーン ラフォーレ原宿,東京都渋谷区神宮前１-11-6 ラフォーレ原宿 2F,B001,G013
16468,千房 有明ガーデン支店,東京都江東区有明２－１－８  有明ガーデン5F,B001,G016
16469,千房 西武池袋店,東京都豊島区南池袋１－２８－１西武池袋本店8階,B003,G016
16470,千房 セレオ八王子支店,東京都八王子市旭町１－１ セレオ八王子北館 9F,B002,G016
16471,千房 町田東急ツインズ支店,東京都町田市原町田６-4-1 町田東急ツインズEAST8F,B002,G016
16472,千房 有楽町ビックカメラ支店,東京都千代田区有楽町１-11-1 ビックカメラ有楽町6F,B002,G016
16473,千房 ルミネ立川支店,東京都立川市曙町２-1-1 ルミネ立川8F,B011,G016
16474,千房 ADVANCE 広尾店,東京都港区南麻布５-15-25 広尾六幸館2F,B005,G005
16475,チムサーチョイ 尖沙咀,東京都港区六本木７‐１７‐１２　ビジネスアパートメンツ１０１,B003,G007
16476,知夢仁 お茶の水イン店,東京都文京区湯島１‐３‐７　ホテルお茶の水インＢ１Ｆ,B002,G001
16477,CHiMCKiNG,東京都新宿区大久保１－１０－１５レックスマンション１階,B003,G017
16478,茶パパ Cha Papa,東京都練馬区練馬１-19-2,B010,G014
16479,ちゃーしゅうや武蔵 イオンモール日の出,東京都西多摩郡日の出町平井字三吉野桜木237-3 イオンモール日の出　1Fレストラン街,B011,G013
16480,チャールストン 品川シーズンテラス店,東京都港区港南１-２-７０ 品川シーズンテラス２F,B002,G001
16481,ちゃぁの家,東京都墨田区業平４-1-7,B004,G001
16482,ロシアレストラン チャイカ 高田馬場,東京都新宿区高田馬場１-26-5 ＦＩビル 2F,B004,G010
16483,ちゃい九炉 秋葉原 昌平橋店,東京都千代田区外神田２‐１‐１５,B002,G001
16484,ちゃい九炉 水道橋西口店,東京都千代田区神田三崎町２‐１２‐５　ニュー千代田ビル２Ｆ,B002,G001
16485,ちゃい九炉 浜松町 芝大門店,東京都港区芝大門２‐１‐６,B002,G001
16486,CHINA GARDEN ZIKU,東京都墨田区錦糸４－１４－３　飯田ビル１Ｆ,B002,G007
16487,チャイナガーデン China Garden 銀座 麒麟,東京都中央区銀座６－９－１５,B005,G007
16488,チャイナキッチン なる,東京都中野区中央４‐1-8,B002,G007
16489,チャイナ酒家 唐苑,東京都練馬区中村北４-2-2,B002,G007
16490,China Dining 羽龍 チャイナダイニング うりゅう,東京都中央区銀座７－１５－５　共同ビルＢ１０１,B003,G007
16491,チャイナダイニング 紅高粱 総本店,東京都町田市金井ヶ丘４－４７－１４　１F,B001,G007
16492,チャイナ厨房 亀戸駅前店,東京都江東区亀戸５-15-5,B001,G007
16493,チャイナ点心工房,東京都江東区亀戸５-9-8 中村ビル101,B001,G007
16494,CHINA DOLL チャイナドール 新宿アイランドタワー店,東京都新宿区西新宿６-５-１　新宿アイランドタワーパティオ　B１,B003,G001
16495,CHINA包菜酒 上海ブギ,東京都千代田区九段南４-7-17 市ヶ谷杉木ビル1・2F,B003,G001
16496,CHINA MOON チャイナムーン,東京都世田谷区三宿２-38-7鈴木ビル1F,B002,G007
16497,チャイナムーン 霞月樓 新宿三丁目店,東京都新宿区新宿３－２８－７　キーストン３Ｆ,B003,G007
16498,チャイナレストラン ハイマーレ ～立川base～,東京都立川市曙町１-28-14,B004,G007
16499,Chinese Factory STATICE,東京都文京区本駒込６丁目ー６－２,B008,G007
16500,中華 好来 代々木店,東京都渋谷区千駄ヶ谷５-24-3 NTTドコモ代々木ビルアネックス2F,B003,G007
16501,謝逢紅 シャーク SHARK,東京都目黒区自由が丘１-3-15 BISビル2F,B003,G007
16502,チャイニーズダイニング CHAO ルミネ池袋店,東京都豊島区西池袋１－１１－１　ルミネ池袋８Ｆ,B002,G007
16503,ChineseDining TRANP,東京都新宿区四谷４-25-12 富沢ビル１F,B002,G007
16504,チャイニーズダイニング 結彩 CHINESE DINING yuiro,東京都千代田区内神田２-7-2 フィルパーク神田 2階,B008,G007
16505,優優,東京都千代田区九段南３-2-4　岬ビルB1F,B002,G007
16506,チャイニーズダイニング 龍皇,東京都世田谷区奥沢５-29-10 自由が丘リブレビル2階,B003,G007
16507,Chinese Dining 光華亭,東京都千代田区三番町18－5,B003,G007
16508,チャイニーズレストラン 虎髭 綾瀬本店,東京都葛飾区小菅４－１２－４　エクセル荒木１F,B003,G007
16509,チャイニーズレストラン 一番,東京都小平市たかの台34-3,B001,G007
16510,Chinese Restaurant 大申,東京都中央区日本橋人形町１-4-13,B003,G007
16511,茶花,東京都狛江市東和泉１-21-1,B002,G012
16512,チャイヤイ,東京都足立区千住２－１　コスモ北千住１０１,B002,G009
16513,chaiyo チャイヨー,東京都八王子市三崎町５－１９　Ｆ－Ｏｎｅフォーラム　７Ｆ,B002,G009
16514,チャオタイ 銀座店,東京都中央区銀座２‐２　銀座インズ２　Ｂ１Ｆ,B002,G009
16515,チャオタイ 渋谷店,東京都渋谷区道玄坂２－９－１０　Ｋ＆Ｋビル２Ｆ,B002,G009
16516,チャオタイ 渋谷東口店,東京都渋谷区渋谷２－２２－１０ タキザワビルＢ１,B002,G009
16517,Ciao centro,東京都文京区根津２-19-5 千葉根津ビル1F,B003,G006
16518,チャオチャオ餃子 有楽町店,東京都千代田区有楽町１－２－９,B001,G007
16519,炒爆中華食堂 真心 四ツ谷店,東京都新宿区四谷１－５０,B011,G007
16520,チャオベッラ 町田,東京都町田市原町田４-4-2 昌興ビルB1,B003,G006
16521,チャカショウ,東京都中野区野方５-28-7 川田ビル1F,,G014
16522,茶加匠 田町店,東京都港区芝５-1-11,,G014
16523,チャカショウ 明大前店,東京都世田谷区松原１-38-3 山本ビル1F,B010,G014
16524,茶釜,東京都大田区南久が原２-13-8,B003,G004
16525,茶月 小竹向原店,東京都板橋区向原３-10,B001,G004
16526,茶煙 四十九手,東京都世田谷区太子堂４-14-1,B008,G012
16527,chago チャゴ,東京都台東区東上野１-22-6,B003,G017
16528,ちゃこーる,東京都台東区浅草４-14-6,B004,G001
16529,我楽多家 GARAKUTA-YA 新宿店,東京都新宿区西新宿７-15-17東光ビル4F,B003,G001
16530,るもん,東京都立川市曙町２－１２－１３,B003,G006
16531,茶菜カフェ謝謝,東京都渋谷区恵比寿１-22-10,B003,G007
16532,茶春,東京都大田区田園調布２‐３４‐１,B002,G007
16533,茶匠 おくむら園,東京都足立区関原３-15-1,B011,G014
16534,茶醤 台湾タピオカ,東京都小平市美園町１-33-1 1-7茶醤,B010,G014
16535,CHASURU,東京都墨田区石原１-18-7,B011,G014
16536,Chatime 銀座店,東京都中央区銀座６-12-17 錦光ビル1階,,G014
16537,Chatime SHIBUYA109店,東京都渋谷区道玄坂２－２９－１ SHIBUYA１０９　B２階０３区画,,G014
16538,Chatime  立川立飛店,東京都立川市泉町９３５ー１ ららぽーと立川立飛１階,,G014
16539,北谷食堂 淡路町店,東京都千代田区神田須田町１－２－１　カルフール神田Ｂ１Ｆ,B003,G001
16540,茶々日和,東京都国分寺市東元町３丁目18-5,B010,G014
16541,茶々坊 東向島店,東京都墨田区東向島５-3-5,,G014
16542,茶々坊 武蔵関店,東京都練馬区関町北１-23-18  モンシャトー103,,G014
16543,チャック ワゴン,東京都港区北青山３‐１３‐８ 青山チェリーヒルズＢ１Ｆ,B002,G010
16544,茶処 PON-POKO,東京都板橋区大山金井町38-2,B011,G014
16545,茶度 CHA-DO 小岩店,東京都江戸川区南小岩７-26-21-101,B010,G014
16546,ちゃとりかとり,東京都江戸川区南篠崎町３-４-５満山ビル1F,B011,G009
16547,CHAnice 三鷹店,東京都三鷹市下連雀３-34-8,B009,G014
16548,茶鍋カフェ サリョウ,東京都豊島区東池袋３-1　サンシャインシティアルパ１Ｆ,B001,G014
16549,茶の池田や,東京都新宿区西新宿１西口地下街1号　小田急エース　南館     ,B001,G014
16550,Cha pi 茶妃 お台場デックス東京ビーチ店,東京都港区台場１-6-1デックス東京ビーチシーサイドモール３F,B010,G014
16551,ちゃぶー堂,東京都町田市原町田２-8-1太陽ビル第２１502号室,B011,G014
16552,ちゃぶ台 カフェ&キッチン,東京都世田谷区赤堤４‐２５‐１,B001,G014
16553,千住 ちゃぶ台,東京都足立区千住３－１７,B002,G001
16554,チャベ 武蔵小山店,東京都品川区小山４-3-13-2F,B001,G009
16555,茶ポンポンCafe,東京都練馬区石神井台３-4-12,B010,G007
16556,CHAYA ナチュラル&ワイルドテーブル 日比谷,東京都千代田区有楽町１‐２‐２　日比谷シャンテ Ｂ２Ｆ,B003,G005
16557,CHAYA Macrobi Shiodome チャヤ マクロビ シオドメ,東京都港区東新橋１丁目６‐３ ザ ロイヤルパークホテル アイコニック 東京汐留 １Ｆ,B002,G014
16558,茶寮 一松,東京都台東区雷門１－１５－１,B012,G004
16559,chawan チャワン イオンモールむさし村山店,東京都武蔵村山市榎１－１－３イオンモールむさし村山,B011,G004
16560,chawan ミーツ国分寺店,東京都国分寺市本町３-１-１　ミーツ国分寺４階,B011,G004
16561,チャンガ 新小岩,東京都葛飾区新小岩１-22-10,B001,G017
16562,ちゃんこ旭,東京都墨田区両国３‐２４‐１１　４階,B002,G003
16563,ちゃんこ 大内,東京都墨田区両国２－９－６,B003,G004
16564,ちゃんこ芝松 中目黒店,東京都目黒区中目黒３-12-19 ,B008,G001
16565,ちゃんこ川崎,東京都墨田区両国２－１３－１,B004,G004
16566,両国 ちゃんこ霧島,東京都墨田区両国２－１３－７,B008,G004
16567,ちゃんこ霧島 両国 江戸NOREN店,東京都墨田区横網１-3-20　両国江戸NOREN,B008,G004
16568,ちゃんこ酒場江戸沢 両国駅前店,東京都墨田区両国３－２６－４,B002,G004
16569,ちゃんこ芝松 八雲店,東京都目黒区八雲１-4-6,B008,G001
16570,ちゃんこ 盛太,東京都町田市南成瀬５-１-７  中嶋ビル１階,B008,G001
16571,ちゃんこ玉海力 赤坂店,東京都港区赤坂３丁目17－10　フロ-レンス一ツ木ビル2階,B008,G001
16572,ちゃんこ茶屋 伊作,東京都江戸川区中葛西５-４１-１２　シャトーモーリスビル１F,B008,G001
16573,ちゃんこ道場 両国駅前店,東京都墨田区横網１－３－１２,B003,G004
16574,ちゃんこ 巴潟,東京都墨田区両国２-17-6 ,B004,G004
16575,ちゃんこ友路,東京都墨田区両国３‐２４‐４,B008,G004
16576,ちゃんこ 晴海,東京都品川区中延５‐４‐１１,B003,G001
16577,ちゃんこ料理 大和龍,東京都足立区千住１－３３－６　,B003,G001
16578,チャンドゥ ハウス,東京都台東区東上野３-14-4 長谷川ビル1F,B001,G007
16579,チャンドラ・スルヤ,東京都西東京市谷戸町２－１６－１０,B001,G009
16580,チャンパー 新宿 伊勢丹会館,東京都新宿区新宿３-15-17 伊勢丹会館 4F,B002,G009
16581,champion kebab,東京都練馬区豊玉北６-14-7,B010,G001
16582,チャンプ亭,東京都新宿区百人町２－６－７　ラクトビルディング１０５,,G014
16583,ちゃんぷるー,東京都世田谷区代沢５‐３２‐７,B003,G004
16584,ちゃんぷるぅ家,東京都中央区銀座３-4-16　銀座サニービルB1,B003,G003
16585,チャンモニムチキン,東京都文京区大塚４-41-13　浅井ビル1F,B011,G017
16586,チャンモニムチキン 北新宿店,東京都新宿区北新宿３-11-16,B011,G017
16587,中華&居酒屋 福満楼 小川店,東京都小平市小川西町４ 17-17,B001,G001
16588,中華×居酒屋 一品房 五反田店,東京都品川区西五反田２-5-8 野津ビル　4F,B002,G007
16589,中華&居酒屋 鍋一 国立店,東京都国立市中１ 1-10-39 方園ビル１・２F,B003,G001
16590,三幸苑 門前仲町,東京都江東区牡丹３-7-6,B001,G007
16591,中華 太陽,東京都練馬区高野台３－８－３,B001,G007
16592,中華 おいしい餃子 田端店,東京都北区東田端２-３-１,B002,G001
16593,南国亭 新橋日比谷店,東京都港区西新橋１－２－９　日比谷セントラルビルB1F,B002,G001
16594,南国亭 四ツ谷駅前店,東京都千代田区六番町１５－２鳳翔ビルB1F,B002,G001
16595,龍記 東京八重洲 日本橋店,東京都中央区京橋１-4-13　初音ビル,B003,G001
16596,中華 龍宴,東京都中央区日本橋兜町16-5,B003,G007
16597,中華レストラン 福記美食,東京都港区芝浦１-2-2　シーバンスアモール 201C,B002,G007
16598,中華飛鳥 本郷店,東京都文京区本郷２丁目26-1,B002,G007
16599,中華&Bar TENSUI,東京都江東区東陽１-11-3 桜マンション106,B002,G007
16600,中華居酒屋 石川家食堂 蒲田店,東京都大田区蒲田５-3-4,B002,G007
16601,一品樓 いっぴんろう 北品川,東京都品川区北品川２-8-11 シャトー北品川103,B003,G007
16602,中華居酒屋 俺の酒場,東京都北区赤羽南１丁目９の８ 丸澤ビル２階,B001,G001
16603,麒麟宴,東京都千代田区九段南３‐５‐７　エミナンス九段１Ｆ,B002,G007
16604,合楽園 春日後楽園店,東京都文京区小石川２－２５－１２  グローリア後楽園１０２,B002,G001
16605,中華居酒屋 三国の宴,東京都北区中十条２－１０－１１,B001,G001
16606,中華居酒屋 四季香,東京都品川区中延５-7-11-2F,B001,G007
16607,昌平ラーメン 新宿西口店,東京都新宿区西新宿７丁目12の４,B002,G001
16608,新三陽 白山店,東京都文京区白山１-32-8,B003,G007
16609,中華居酒屋 千客来 300円宴や,東京都千代田区神田神保町２-16-2第5千代田ビル2F,B002,G007
16610,中華居酒屋 大連菜館 八丁堀,東京都中央区八丁堀３-１０-３　正和ビルB１F,B003,G001
16611,中華居酒屋 福祥餃子楼 五反田店,東京都品川区西五反田２-26-4,B002,G007
16612,中華居酒屋 満香楼,東京都葛飾区堀切４-10-5 2F,B002,G007
16613,中華居酒屋 万福亭,東京都江東区大島７-22-8 ハイライフ大島102号,B002,G007
16614,中華居酒屋 宮,東京都板橋区仲宿41-10 清水ビル地下1F,B002,G001
16615,酔っ手羽 大王 錦糸町店,東京都墨田区江東橋２-6-7　島田ビル１F,B001,G007
16616,中華居酒屋 龍厨房3号店,東京都千代田区西神田２-5-7神田中央ビル1F,B002,G001
16617,中華居酒屋 龍厨房 本店,東京都練馬区旭丘１-75-12,B001,G001
16618,中華居酒屋 旭 浜町店,東京都中央区日本橋浜町２-37-8,B003,G007
16619,中華居酒屋 絵芙 エフ,東京都港区港南２－６－１０　三矢ビルＢ１,B003,G001
16620,餃子の達人 福清菜館,東京都豊島区西池袋１－４３－９,B001,G001
16621,中華居酒屋 四道菜,東京都中野区東中野４-4-3 山内ビル1F,B011,G001
16622,居酒屋 ととちゃんの店 蒲田店,東京都大田区蒲田５-20-1一番街ビルA棟2F,B002,G001
16623,中華居酒屋 日昌園,東京都台東区東上野２-20-13 吉川ビル1F,B003,G007
16624,龍記 東京八重洲 京橋店,東京都中央区京橋３-3-13　平和ビル3号館2F,B003,G001
16625,中華市場 悟空,東京都足立区中央本町１-19-1 プラザWATANABEビル１F,B011,G007
16626,中華名菜 永楽,東京都千代田区神田須田町１－２４－２１　加瀬ビル173B1,B002,G007
16627,美味亭 びみてい 錦糸町本店,東京都墨田区錦糸３-10-1　三水ビル4F,B001,G007
16628,中華街 武蔵境店,東京都武蔵野市境１-2-1　丸十ビル6階,B002,G007
16629,中華街 吉祥寺本店,東京都武蔵野市吉祥寺本町１－３１－１３　アサカビル１Ｆ,B002,G007
16630,中華家族,東京都練馬区栄町1-8　小間屋ビル1Ｆ,B002,G007
16631,中華キッチン UNOWIC,東京都国分寺市東元町３-5-13,B001,G007
16632,中華餃子酒場 優,東京都葛飾区四つ木１-33-12,B002,G007
16633,中華魚介系タンメン だいはちっこ,東京都豊島区南池袋２-35-7,B010,G013
16634,中華工房 和,東京都葛飾区亀有３-29-1-102,B010,G007
16635,中華個室居酒屋 川府人家 赤坂,東京都港区赤坂２-21-10 ヴェール赤坂2F,B003,G001
16636,中華小料理 双鳳,東京都北区十条仲原２-3-5,B010,G007
16637,中華菜館 喜楽,東京都江戸川区松江３-12-11 ロジプロビル2F,B001,G007
16638,中華彩菜 風龍 オリナス錦糸町店,東京都墨田区太平４－１－２　オリナスモール４Ｆ,B002,G007
16639,中華酒場 暉記餃子屋,東京都荒川区西日暮里１丁目４ー５,B010,G007
16640,中華酒場　トヨチカ,東京都日野市多摩平１－４－８　モナーク豊田　B1,B008,G001
16641,中華四川料理 豆の家 みなと店,東京都港区芝３-15-5　ジョイヴィレッジ芝公園2Ｆ,B002,G007
16642,中華酒菜 三士,東京都港区芝４-1-23 三田NNビルB1F,B002,G007
16643,中華酒菜たなか,東京都豊島区池袋２－２３－１　藤西ビル１F,B002,G007
16644,中華酒房 布袋,東京都新宿区新宿３－３１－５　新宿ペガサス館４Ｆ,B008,G007
16645,中華旬彩料理火鍋 聚 しゅう サンシャインシティアルパ店,東京都豊島区東池袋３-1 サンシャインシティアルバ3階,B002,G007
16646,東方紅 アトレ恵比寿店,東京都渋谷区恵比寿南１‐５‐５　アトレ恵比寿　６階,B001,G007
16647,中華食事処如福,東京都大田区仲六郷２-44-10,B011,G007
16648,中華食酒館 天一坊 堀之内店,東京都八王子市堀之内３-29-4,B010,G007
16649,中華食堂,東京都豊島区南長崎５丁目26-11,B001,G007
16650,清緑園,東京都豊島区巣鴨４－１３－１９,B001,G007
16651,中華食堂 錦味坊,東京都大田区多摩川１－１８－２８,B002,G007
16652,中華食堂 大一,東京都大田区東六郷３-8-1,B011,G007
16653,中華食堂 光,東京都墨田区両国４-34-8,B011,G007
16654,中華食堂 一番館 阿佐ヶ谷店,東京都杉並区成田東５-42-15 ジョイフルプラザ2F ,B001,G007
16655,中華食堂童童厨房,東京都墨田区東向島２-6-7,B011,G007
16656,中華水雲居,東京都豊島区駒込３-23-14,B001,G007
16657,中華そば 青葉 府中店,東京都府中市本町１-3-8,B001,G013
16658,中華そば 一信,東京都八王子市堀之内３-３５－１,B001,G013
16659,中華そば 一徹,東京都足立区千住２-52,B011,G013
16660,中華そば 海,東京都武蔵野市吉祥寺北町１－10－22,,G013
16661,中華そば 一丸,東京都西東京市柳沢６‐１‐２　宮沢ビル　１Ｆ,B001,G013
16662,中華そば 紅,東京都小平市小川西町４-17-15,B010,G013
16663,中華そば 神寄 巣鴨地蔵通店,東京都豊島区巣鴨３－２０－１７　三口ビル,B010,G013
16664,中華そば やま福,東京都大田区西蒲田７-64-1,,G013
16665,中華そば 吾衛門,東京都八王子市千人町３－３－３,B001,G013
16666,中華そばつけ麺 甲斐,東京都杉並区久我山２‐２７‐１,B001,G013
16667,中華そば 東京ぐれっち,東京都杉並区阿佐谷北２-3-3,B010,G001
16668,中華そばと酒 彩華,東京都江東区住吉１－２－１２　シャトー三森101,B011,G007
16669,中華そば 西の,東京都西東京市田無町４-26-3,B010,G013
16670,中華そばはな田,東京都世田谷区上北沢４-16-10 1階,B011,G013
16671,中華ダイニング&飲茶 三宝粥店 池袋,東京都豊島区西池袋１-２８-１　第二西池ビル６階,B002,G007
16672,中華ダイニング一途一心,東京都葛飾区亀有４-37-8,B004,G007
16673,中華ダイニング 馨,東京都渋谷区渋谷２-7-12,B011,G007
16674,中華ダイニング 貫 カン,東京都町田市原町田６-11-14 菊甚ビルB1F,B002,G001
16675,中華ダイニング 郷味,東京都世田谷区豪徳寺１-45-10 2F,B001,G007
16676,中華ダイニング 食之居 神楽坂,東京都新宿区西五軒町6-1,B002,G007
16677,中華dining天鳳,東京都中野区中央１-40-8,B002,G007
16678,DINING BAR SUU ダイニング バー スー,東京都町田市森野１－９－１８,B003,G001
16679,中華ダイニング 峰,東京都中央区日本橋箱崎町21-6,B002,G007
16680,中華台湾料理 志村坂上食堂,東京都板橋区志村２丁目1ー4,B001,G007
16681,上海台所 神田店,東京都千代田区神田司町２-19司町ビル１Ｆ,B002,G007
16682,龍記 大崎店,東京都品川区西品川１－１－１　住友不動産大崎ガーデンタワー1F,B003,G001
16683,ニイハオ 目黒駅前店,東京都品川区上大崎２－１６－４－２Ｆ,B002,G007
16684,餃子酒場 杏奈家 池袋西口店,東京都豊島区池袋２-７２-１ XWYビル１Ｆ,B002,G007
16685,中華食べ放題 無敵刀削麺酒家 八重洲京橋店,東京都中央区八重洲２－１０－１０－Ｂ１Ｆ,B003,G001
16686,王府家宴 大森本店,東京都大田区大森北１丁目35-9,B002,G001
16687,珍味館 上野御徒町店,東京都台東区上野５-27-17,B002,G007
16688,美健食道 三羊開泰 さんようかいたい 上野店,東京都台東区上野７‐３‐２ TSDビル2F,B003,G007
16689,西安餃子楼,東京都品川区旗の台２-6-1リバティー旗の台リバティー101,B011,G007
16690,中華厨房 杏杏,東京都杉並区梅里１－６－１　１Ｆ,B001,G007
16691,中華厨房 らんたな,東京都世田谷区三軒茶屋１-36-13　1F,B002,G007
16692,中華 東海飯店 大門本店,東京都港区芝大門２-４-１８ ,B003,G007
16693,中華の台所 香港屋 池袋店,東京都豊島区池袋３-3-6 パールハイツ池袋1F,B001,G007
